id,timestamp,hour,day,month,datetime,source,destination,cab_type,name,price,distance,surge_multiplier,temperature,apparentTemperature,short_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,visibility,temperatureHigh,temperatureLow,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,moonPhase,precipIntensityMax,temperatureMin
bf274b73-6e34-4198-84ef-4fd2af99f552,NA,16,28,11,NA,North Station,Haymarket Square,Uber,UberPool,7,0.56,1,41.16,35.84,Mostly Cloudy,0,0,0.61,8.33,12.76,10,42.6,37.44,28.91,991.41,297,0.81,1,10,0.72,0,33.75
4c3118bb-e127-4a64-b293-9d73b12f0d7a,1543860779,18,3,12,03/12/2018 18:12,Theatre District,Northeastern University,Uber,UberXL,13,1.81,1,54.62,54.62,Overcast,0,0,0.51,11.12,13.65,10,57.27,33.67,37.03,999.16,284,0.98,1,10,0.89,5.00E-04,42.89
1a1d3818-6f2b-45c9-876a-3e162bb5240a,NA,2,18,12,NA,Back Bay,Northeastern University,Uber,Black,14.5,1.08,1,37.06,31.82,Mostly Cloudy,0,0,0.69,6.65,11.71,9.88,41.42,23.89,27.91,1001.12,279,0.68,0,9.88,0.33,0.0178,34.07
c10c3e4d-1bd0-4c64-bc02-feb59be27251,NA,9,29,11,NA,Financial District,Northeastern University,Uber,Black,25,3.3,1,37.79,30.62,Mostly Cloudy,0,0,0.67,10.63,11.4,10,45.03,28.9,27.63,1001.97,306,0.53,0,10,0.75,0,34.67
c439cd1e-4ffd-4aa4-848e-740a9a2c3b2a,1545078317,20,17,12,17/12/2018 20:25,Northeastern University,North Station,Lyft,Lyft,13.5,3.22,1,40.4,35.63,Mostly Cloudy,0,0,0.72,6.99,8.23,9.808,41.35,24,31.96,999.8,286,0.77,0,9.808,0.33,0.0184,34.25
737c8823-4a3f-4db2-a6a8-8d378b8ad58b,NA,0,1,12,NA,Financial District,Haymarket Square,Lyft,Shared,5,1.01,1,38.72,36.65,Overcast,0,0,0.64,3.23,3.53,9.725,42.32,31.57,27.43,1017.51,292,1,0,9.725,0.79,4.00E-04,28.64
1ee099a3-5a06-400a-b6eb-10e03438b963,NA,14,14,12,NA,North End,Back Bay,Uber,WAV,9.5,2.33,1,36.08,33.9,Clear,0,0,0.7,3.02,5.27,9.832,46.67,40.73,27.29,1034.42,189,0.06,1,9.832,0.24,0,27.05
089c1402-89de-4e82-8f43-8715763b1646,1543762079,14,2,12,02/12/2018 14:47,South Station,Theatre District,Lyft,Lux Black XL,27.5,1.21,1,43.51,39.58,Light Rain,0.0832,1,0.96,6.6,8.47,2.644,50.73,44.99,42.47,1015.25,117,1,1,2.644,0.86,0.0904,36.45
94236ba1-90d0-40de-bb3a-3c660e826801,NA,19,3,12,NA,Back Bay,South Station,Lyft,Lyft,9,1.32,1,53.34,53.34,Overcast,0,0,0.5,7.32,8.99,10,57.52,33.58,35.04,999.71,289,0.89,0,10,0.89,4.00E-04,42.83
57c7d9a6-84c3-457d-9139-ec6551672545,NA,11,17,12,NA,Boston University,Theatre District,Lyft,Lux Black,27.5,2.97,1,34.87,28.73,Overcast,0.0023,0.16,0.93,7.37,8.18,8.275,41.51,24.05,32.99,1004.23,340,1,0,8.275,0.33,0.0183,34.24
e45adfac-3136-412e-97e1-f22dcc354ee8,1544734814,21,13,12,13/12/2018 21:00,Boston University,North Station,Lyft,Shared,9,3.54,1,32.6,32.6,Mostly Cloudy,0,0,0.58,1.87,3.49,10,33.78,26.58,19.3,1034.39,130,0.71,0,10,0.21,1.00E-04,17.85
dfae6721-dabe-4789-9031-5c76bd6d5bfd,NA,9,18,12,NA,Theatre District,Haymarket Square,Uber,UberX,9.5,1.61,1,26.21,14.47,Overcast,0,0,0.51,14.3,27.25,9.393,32.84,20.72,10.7,1005.11,310,0.95,0,9.393,0.37,0.0056,22.98
f51854b3-d792-4cb9-a238-dd9eedd3d5f4,NA,10,17,12,NA,Northeastern University,Back Bay,Lyft,Lyft,9,1.26,1.25,35.45,28.89,Possible Drizzle,0.0057,0.59,0.94,8.27,9.68,4.942,41.44,23.93,33.82,1004.49,349,1,0,4.942,0.33,0.0175,34.14
f264540a-39c0-4ed2-ad8e-ae6dbef3eefe,NA,15,17,12,NA,Beacon Hill,South Station,Uber,Taxi,NA,2.48,1,36.87,31.64,Overcast,5.00E-04,0.07,0.87,6.56,8.6,9.588,41.44,23.93,33.45,1003.27,330,1,1,9.588,0.33,0.0175,34.14
a6a68637-1120-499d-8ab9-5723b00c2e35,NA,12,30,11,NA,Financial District,North End,Uber,WAV,9.5,1.21,1,29.39,29.39,Clear,0,0,0.85,2.51,3.84,9.95,42.61,31.42,25.56,1016.59,304,0,0,9.95,0.79,4.00E-04,28.7
34e716d9-33b4-4695-8c96-64df49384cfc,NA,21,28,11,NA,Theatre District,Fenway,Lyft,Lux Black XL,34,3.15,1,41.35,35.62,Overcast,0,0,0.6,9.29,11.6,10,42.6,37.33,28.39,993.87,295,1,0,10,0.72,0,33.7
6e8271b7-3ecc-4642-b252-c5bcd10229d4,NA,7,17,12,NA,Northeastern University,Back Bay,Uber,UberX,8.5,1.64,1,38.41,31.98,Drizzle,0.0089,0.85,0.91,9.33,11.58,3.183,41.42,23.89,36.14,1005.18,23,1,0,3.183,0.33,0.0178,34.07
426a069d-6545-4057-a0ad-47342102677c,NA,20,2,12,NA,Theatre District,Northeastern University,Uber,WAV,9.5,1.8,1,49.7,49.7,Possible Drizzle,0.005,0.59,0.96,2.86,2.86,1.348,50.37,44.79,48.54,1003.5,278,1,0,1.348,0.86,0.0956,36.1
f15a0f9b-5dac-4dee-91cc-77f63585fa44,NA,2,30,11,NA,Beacon Hill,South Station,Lyft,Shared,7,2.49,1,37.11,31.86,Clear,0,0,0.67,6.68,8.53,9.969,44.66,28.68,27.27,1011.84,318,0.03,0,9.969,0.75,0,35.15
cb031b0a-fdbb-43e8-807d-6d10730b20e2,NA,11,28,11,NA,North End,Theatre District,Lyft,Lux Black XL,30,1.58,1,35.54,30.98,Mostly Cloudy,0,0,0.73,5.31,7.2,9.933,42.61,37.6,27.87,991.07,270,0.76,0,9.933,0.72,0,33.85
0fc72eb4-1ebc-4d97-9593-2098c866794d,NA,5,17,12,NA,North Station,Boston University,Lyft,Shared,7,3.18,1,39.27,33.06,Drizzle,0.0121,0.74,0.9,9.27,12.36,3.847,41.42,23.89,36.71,1006.44,39,1,0,3.847,0.33,0.0178,34.07
1740a7f0-84aa-412e-811e-f97700ce822f,NA,3,4,12,NA,Beacon Hill,Fenway,Lyft,Lyft,9,2.43,1,45.16,41,Mostly Cloudy,0,0,0.6,7.73,12.02,10,57.42,33.6,32.06,1002.63,276,0.53,0,10,0.89,4.00E-04,42.86
d736fc1a-22c7-440f-a3a2-8f40128d2b92,NA,11,28,11,NA,Back Bay,North End,Uber,UberX,9.5,2.33,1,35.54,30.98,Mostly Cloudy,0,0,0.73,5.31,7.2,9.933,42.61,37.6,27.87,991.07,270,0.76,0,9.933,0.72,0,33.85
1f6f13b9-9021-4124-89d7-2ee0652ce170,1544912709,22,15,12,15/12/2018 22:25,West End,South Station,Uber,WAV,7.5,2.14,1,46.91,44.41,Partly Cloudy,0,0,0.64,5.28,8.98,9.963,54.47,38.88,35.48,1022.43,35,0.23,0,9.963,0.27,0.0074,39.48
6bd0148c-253d-487c-bcfb-92b837ea1ceb,NA,9,15,12,NA,Haymarket Square,West End,Uber,Black SUV,27.5,0.62,1,46.62,45.36,Overcast,0,0,0.88,3.52,5.7,9.76,54.48,38.73,43.33,1021.3,225,0.93,0,9.76,0.27,0.0084,39.49
b9063ae2-8db3-4a51-8cb6-43eaf7d8f4a5,NA,12,18,12,NA,Theatre District,Boston University,Uber,Black SUV,32,2.62,1,24.61,12.13,Mostly Cloudy,0,0,0.5,14.95,23.96,9.948,32.84,20.72,8.55,1007.14,314,0.78,0,9.948,0.37,0.0056,22.98
a790690a-95c5-4205-837e-e15ca73c4be6,NA,3,15,12,NA,North End,Beacon Hill,Lyft,Lyft XL,16.5,2.45,1,42.85,40.01,Overcast,0,0,0.92,4.73,6.52,7.769,46.63,40.78,40.77,1024.64,208,1,0,7.769,0.24,0,27.21
303b4d41-1536-414f-a8c0-46aea5691190,NA,8,3,12,NA,North End,West End,Lyft,Shared,3.5,1.13,1,45.69,45.69,Foggy,0,0,0.95,1.05,1.05,0.717,57.42,33.6,44.36,1000.79,202,1,0,0.717,0.89,4.00E-04,42.86
f78f1a07-e25e-40f8-8f82-95c065e4404e,1545126605,9,18,12,18/12/2018 09:50,West End,Boston University,Lyft,Lyft,13.5,2.86,1.25,26.21,14.47,Overcast,0,0,0.51,14.3,27.25,9.393,32.84,20.72,10.7,1005.11,310,0.95,0,9.393,0.37,0.0056,22.98
02112a19-3f15-4e57-90b6-abbccfe10abe,NA,20,26,11,NA,Beacon Hill,Boston University,Uber,UberPool,7.5,2.27,1,44.95,40.72,Overcast,0.0021,0.11,0.86,7.78,7.78,8.677,46.27,42.2,41.07,1009.25,102,1,0,8.677,0.64,0.1234,40.74
ce07caf0-629d-4e3f-acd7-f033a16f6f20,1543466361,4,29,11,29/11/2018 04:39,South Station,Theatre District,Uber,Taxi,NA,1.3,1,38.18,32.09,Mostly Cloudy,0,0,0.7,8.52,9.67,10,42.6,37.33,29.13,998.75,303,0.59,0,10,0.72,0,33.7
64621cc5-6113-4a6f-b1a2-0bbd54cef630,NA,4,27,11,NA,Back Bay,Boston University,Lyft,Lux Black XL,27.5,1.48,1,43.38,37.06,Rain,0.1267,1,0.89,12.12,16.82,4.273,46.59,41.77,40.38,1000.86,78,1,0,4.273,0.64,0.1227,40.35
eccad036-4dea-45ad-aecc-17b28bbedd51,1543355842,21,27,11,27/11/2018 21:57,West End,North End,Uber,WAV,8,1.86,1,42.23,36.87,Mostly Cloudy,0,0,0.7,8.92,10.36,9.961,47.55,33.1,33.05,991.47,250,0.77,0,9.961,0.68,0.1064,35.36
4a949e5b-b78e-4a13-be84-ec91a767804d,NA,2,16,12,NA,Theatre District,North End,Lyft,Shared,5,1.76,1,40.87,37.73,Partly Cloudy,0,0,0.7,4.68,5.77,9.827,54.29,38.48,32,1024.46,36,0.14,0,9.827,0.27,0.0082,39.74
4aa28566-93af-408e-85ca-a0022d530196,NA,6,26,11,NA,Northeastern University,Back Bay,Uber,UberXL,11.5,1.64,1,41.83,41.83,Overcast,0,0,0.92,1.83,1.83,5.589,46.6,41.85,39.6,1014.32,110,1,0,5.589,0.64,0.1217,40.43
eceddff4-ad04-43d2-8b84-65b0c442c5d8,NA,12,3,12,NA,Northeastern University,Theatre District,Lyft,Lyft XL,13.5,2.02,1,48.63,47.56,Overcast,0,0,0.92,3.65,5.27,4.767,57.04,33.72,46.37,1000.12,224,0.95,0,4.767,0.89,4.00E-04,42.91
4d7798c8-3686-4ea9-8116-aec59d6084f6,NA,1,4,12,NA,Boston University,Beacon Hill,Lyft,Shared,9,2.65,1,45.96,43.06,Partly Cloudy,0,0,0.61,5.65,8.43,10,57.08,33.68,33.28,1002.29,265,0.14,0,10,0.89,4.00E-04,42.86
5d804ff6-354a-4463-b648-31520d5a8424,NA,20,26,11,NA,South Station,North Station,Lyft,Lux Black XL,30,1.76,1,44.95,40.72,Overcast,0.0021,0.11,0.86,7.78,7.78,8.677,46.27,42.2,41.07,1009.25,102,1,0,8.677,0.64,0.1234,40.74
f780181b-5d98-4a03-8754-babacde4a55b,1545037507,9,17,12,17/12/2018 09:05,Beacon Hill,Boston University,Lyft,Lyft,9,2.42,1,35.84,29.23,Drizzle,0.0092,0.74,0.94,8.52,10.39,3.606,41.39,23.87,34.25,1004.71,352,1,0,3.606,0.33,0.0185,34.07
c398b5b1-8d4d-4556-98cb-fa63e08e55ff,1543331362,15,27,11,27/11/2018 15:09,Financial District,North End,Lyft,Lux Black XL,26,1.26,1,40.49,34.08,Overcast,3.00E-04,0.15,0.89,10.42,14.77,5.011,46.72,33.65,37.5,989.46,247,1,1,5.011,0.68,0.1422,35.9
8b523d04-7acc-408f-94da-a1a456c569c2,NA,10,3,12,NA,Beacon Hill,South Station,Lyft,Lyft,9,1.53,1,48.43,48.43,Overcast,0,0,0.94,2.74,2.74,3.729,57.87,32.8,46.7,999.67,213,1,0,3.729,0.89,7.00E-04,42.96
e22b5960-413f-47ef-9a22-ebdf6a49bb01,NA,20,2,12,NA,South Station,West End,Uber,Black,18,1.7,1,49.7,49.7,Possible Drizzle,0.005,0.59,0.96,2.86,2.86,1.348,50.37,44.79,48.54,1003.5,278,1,0,1.348,0.86,0.0956,36.1
249bd9ef-93fa-4221-9ca0-c508448f8387,NA,23,16,12,NA,Boston University,North Station,Lyft,Lux Black XL,38.5,3.49,1,41.29,36.01,Light Rain,0.0567,0.94,0.86,8.3,8.3,4.054,43.83,34.25,37.56,1012.72,57,1,0,4.054,0.3,0.1252,39.22
f10d17e1-4156-4d51-8085-89242bd6bd77,NA,21,15,12,NA,Beacon Hill,Haymarket Square,Uber,WAV,7.5,1.35,1,49.65,47.56,Partly Cloudy,0,0,0.63,5.44,5.44,9.598,54.47,38.94,37.69,1021.34,21,0.25,0,9.598,0.27,0.0074,39.54
b6d67d97-3f8b-4cf9-8d94-61391023e446,NA,10,2,12,NA,Theatre District,Haymarket Square,Uber,Taxi,NA,1.61,1,38.92,36.06,Light Rain,0.0462,1,0.93,4,4.75,4.183,50.99,45.04,36.99,1019.14,117,1,0,4.183,0.86,0.0888,36.6
65948bab-c429-458c-9a27-f135a83aab44,NA,17,3,12,NA,South Station,Theatre District,Lyft,Lux Black XL,26,1.19,1,54.59,54.59,Mostly Cloudy,0,0,0.63,9.43,15.07,10,56.89,33.73,42.08,998.9,286,0.83,1,10,0.89,4.00E-04,43.1
669bbc40-5c92-45a7-9f64-d981e842cabf,NA,13,3,12,NA,Back Bay,Boston University,Lyft,Lyft XL,11,1.52,1,49.34,47.96,Overcast,0,0,0.92,4.2,5.84,7.188,56.89,33.73,47.06,999.95,217,0.91,0,7.188,0.89,4.00E-04,43.1
d246bbbe-3431-4fc9-a4e3-cc73a5ebe488,NA,8,3,12,NA,Theatre District,Boston University,Uber,Taxi,NA,2.67,1,45.69,45.69,Foggy,0,0,0.95,1.05,1.05,0.717,57.42,33.6,44.36,1000.79,202,1,0,0.717,0.89,4.00E-04,42.86
87a388a0-9613-4684-863f-1c047491bef3,NA,19,30,11,NA,Northeastern University,Theatre District,Uber,Black,20.5,1.94,1,41.53,39.66,Overcast,0,0,0.55,3.41,3.46,9.975,42.57,31.48,26.57,1016.07,252,1,1,9.975,0.79,4.00E-04,28.64
b6b2c19b-cec3-4bed-8851-8c1c71561508,1544732105,20,13,12,13/12/2018 20:15,Fenway,Back Bay,Lyft,Lux Black XL,26,1.43,1,33.15,30.6,Mostly Cloudy,0,0,0.57,3.02,3.02,9.956,33.83,27.27,19.51,1033.96,96,0.81,0,9.956,0.21,1.00E-04,18.29
073682ef-b246-4247-9122-a4e3e4e724ac,1545076511,19,17,12,17/12/2018 19:55,South Station,Beacon Hill,Uber,WAV,10.5,2.58,1,40.78,36.05,Overcast,0,0,0.69,7.06,9.44,9.973,41.58,23.95,31.55,999.84,284,0.89,0,9.973,0.33,0.0181,34
b839d80a-f528-4daf-bd2b-658e5308f75f,NA,0,27,11,NA,Boston University,Financial District,Uber,UberX,14,4.72,1,44.52,39.94,Rain,0.1058,1,0.91,8.33,8.4,3.79,46.49,41.9,42.17,1006.47,89,1,0,3.79,0.64,0.1225,40.45
82b36124-681b-417f-9f2d-5b6b4c601ea6,NA,21,13,12,NA,Boston University,Beacon Hill,Lyft,Shared,7,2.69,1,32.6,32.6,Mostly Cloudy,0,0,0.58,1.87,3.49,10,33.78,26.58,19.3,1034.39,130,0.71,0,10,0.21,1.00E-04,17.85
d69f4ed2-bd9c-4844-ac89-5cfbec1c20ad,1544829608,23,14,12,14/12/2018 23:20,Boston University,Beacon Hill,Lyft,Lux Black XL,30,2.7,1,41.43,39.23,Mostly Cloudy,0,0,0.79,3.73,3.73,9.716,46.7,40.93,35.45,1028.05,179,0.82,0,9.716,0.24,0,26.51
d884db60-08ee-42cd-9138-ff844f46b0d8,1544916908,23,15,12,15/12/2018 23:35,North Station,South Station,Lyft,Lyft XL,13.5,2.06,1,46.15,43.35,Partly Cloudy,0,0,0.65,5.55,9.73,10,54.46,39.29,35.07,1022.39,41,0.21,0,10,0.27,0.0081,39.68
d5d90b22-de2c-4607-971e-eda63f373dae,NA,17,29,11,NA,South Station,Theatre District,Uber,UberPool,7.5,1.3,1,43.91,38.03,Partly Cloudy,0,0,0.5,11.24,22.48,9.973,45.03,28.42,26.27,1006.58,312,0.31,1,9.973,0.75,0,34.83
1455bca5-d19a-4bc3-bf21-71435fcf9144,NA,20,27,11,NA,Fenway,West End,Lyft,Lux,32.5,2.82,1.75,43.02,37.56,Mostly Cloudy,0,0,0.69,9.55,11.74,10,47.11,33.85,33.71,991,256,0.82,0,10,0.68,0.143,36.34
895cedf1-91b1-41ce-9aff-b8a7c40bee48,NA,1,29,11,NA,Northeastern University,Financial District,Uber,WAV,12,4.55,1,38.42,32.45,Mostly Cloudy,0,0,0.72,8.41,11.54,9.915,42.61,37.6,30.3,996.92,297,0.77,0,9.915,0.72,0,33.85
ae0665ec-26c0-4729-bc54-b80af4867688,NA,13,2,12,NA,Back Bay,North End,Uber,UberX,13,2.33,1,43.57,39.8,Light Rain,0.0801,1,0.92,6.34,7.01,2.636,52.86,46.6,41.38,1015.39,111,1,1,2.636,0.86,0.1055,36.35
048b2003-721e-4161-b4b0-cda26ed201b9,1544400809,0,10,12,10/12/2018 00:13,Theatre District,North End,Uber,Black,18.5,1.57,1,29.68,24.24,Clear,0,0,0.58,5.12,5.37,10,35.49,22.31,16.64,1022.23,223,0,0,10,0.09,3.00E-04,16.01
7249364d-53c7-4e67-82dd-a24e911beeb6,NA,13,27,11,NA,South Station,Financial District,Lyft,Shared,5,0.64,1,44.94,42.13,Possible Drizzle,0.007,0.61,0.94,5.23,5.23,3.231,47.06,33.83,43.32,988.09,227,1,0,3.231,0.68,0.1429,36.37
00789c31-b238-4dc1-95e7-32882839c9b8,NA,7,1,12,NA,Theatre District,North End,Uber,UberX,7,1.57,1,34.37,31.07,Overcast,0,0,0.78,3.76,3.82,9.891,44.72,34.9,28.31,1019.63,301,1,0,9.891,0.82,0,31.55
7e68df19-5bcc-4f45-b0d7-b09b3f535871,1543523586,20,29,11,29/11/2018 20:33,West End,Northeastern University,Uber,UberXL,17,3.2,1,42.5,36.47,Partly Cloudy,0,0,0.54,10.68,17.15,9.772,44.66,28.68,26.84,1008.44,314,0.35,0,9.772,0.75,0,35.15
14af53c0-d089-45e3-8d1f-47b8e6453404,NA,14,17,12,NA,North Station,Boston University,Uber,Black SUV,34,3.01,1,36.45,31,Overcast,5.00E-04,0.09,0.88,6.79,8.73,9.037,41.39,23.87,33.32,1003.86,328,1,1,9.037,0.33,0.0185,34.07
c53eed11-4aa1-4c6c-8a0c-4d8898a73b65,NA,16,30,11,NA,Beacon Hill,Northeastern University,Uber,Black,19.5,1.97,1,40.13,38,Clear,0,0,0.62,3.46,4.47,9.92,42.32,31.57,27.99,1016.84,291,0.12,2,9.92,0.79,4.00E-04,28.64
2764c046-caed-4c33-ad1a-41b72c5f81e3,1544864704,9,15,12,15/12/2018 09:05,Theatre District,Boston University,Uber,UberPool,9,2.62,1,46.62,45.36,Overcast,0,0,0.88,3.52,5.7,9.76,54.48,38.73,43.33,1021.3,225,0.93,0,9.76,0.27,0.0084,39.49
77d96962-6987-4634-b678-4db8294da34a,NA,17,3,12,NA,Boston University,Theatre District,Uber,Black SUV,36.5,2.98,1,54.59,54.59,Mostly Cloudy,0,0,0.63,9.43,15.07,10,56.89,33.73,42.08,998.9,286,0.83,1,10,0.89,4.00E-04,43.1
a4eb676b-d9cb-4156-b5a6-ae2a29303491,NA,17,28,11,NA,South Station,West End,Lyft,Shared,7,1.83,1,40.77,35.14,Overcast,0,0,0.63,8.76,14.9,10,42.57,37.37,29.17,991.33,303,1,1,10,0.72,0,33.7
afc096cd-ba09-4d7f-9714-f764a6dc75bb,NA,4,27,11,NA,Boston University,North Station,Uber,UberXL,18.5,3.41,1,43.38,37.06,Rain,0.1267,1,0.89,12.12,16.82,4.273,46.59,41.77,40.38,1000.86,78,1,0,4.273,0.64,0.1227,40.35
30f7a67f-81fc-49ad-b2b9-2474a9627588,NA,8,28,11,NA,Theatre District,Northeastern University,Uber,Black SUV,30.5,1.8,1,34.51,30.41,Clear,0,0,0.81,4.58,6.6,9.928,42.57,37.27,29.15,991.23,246,0.12,0,9.928,0.72,0,33.65
cbab7344-c52a-484f-9596-89758b02ef82,1543325603,13,27,11,27/11/2018 13:33,West End,Northeastern University,Uber,Black,26,3.08,1,44.94,42.13,Possible Drizzle,0.007,0.61,0.94,5.23,5.23,3.231,47.06,33.83,43.32,988.09,227,1,0,3.231,0.68,0.1429,36.37
405f45bc-66a5-4b5d-bd46-8acc1f69fed8,NA,23,16,12,NA,Boston University,West End,Lyft,Lux Black,27.5,3.06,1,41.29,36.01,Light Rain,0.0567,0.94,0.86,8.3,8.3,4.054,43.83,34.25,37.56,1012.72,57,1,0,4.054,0.3,0.1252,39.22
693a9fe3-3870-412b-bf2f-e599cdff7ab3,NA,22,1,12,NA,Back Bay,North End,Lyft,Shared,10.5,2.44,1,37.93,37.93,Partly Cloudy,0,0,0.71,2.29,2.92,9.724,44.8,34.67,29.32,1023.38,124,0.43,0,9.724,0.82,0,31.26
7fd99ae6-d1c0-445e-ab95-7262faf48110,NA,4,1,12,NA,Beacon Hill,Northeastern University,Lyft,Lyft,9,2.46,1,34.81,34.81,Mostly Cloudy,0,0,0.77,2.98,2.98,9.966,42.58,31.55,28.31,1018.55,305,0.86,0,9.966,0.79,3.00E-04,28.68
8979bb0d-ec2e-4cf7-be56-7bca611ab58d,NA,21,17,12,NA,Fenway,Theatre District,Lyft,Lyft,10.5,2.73,1,40.47,35.92,Mostly Cloudy,0,0,0.71,6.64,7.91,9.77,41.44,24.05,31.95,999.95,286,0.76,0,9.77,0.33,0.0217,34.22
bfaacd4c-df72-41e4-b1aa-83382acf4530,NA,23,14,12,NA,West End,Northeastern University,Uber,Black,26,3.15,1,41.43,39.23,Mostly Cloudy,0,0,0.79,3.73,3.73,9.716,46.7,40.93,35.45,1028.05,179,0.82,0,9.716,0.24,0,26.51
709d8965-6bc9-464d-ae78-04d1437f2660,NA,11,13,12,NA,Theatre District,Fenway,Uber,UberX,9.5,2.66,1,20.42,15.44,Partly Cloudy,0,0,0.64,3.48,3.48,9.917,33.96,27.21,10.29,1032.12,349,0.37,0,9.917,0.21,1.00E-04,18.24
5fd0e55f-b68d-4c5f-8534-ede9d33a3881,1544754612,2,14,12,14/12/2018 02:30,Haymarket Square,Financial District,Uber,UberXL,15.5,0.99,1,31.54,31.54,Overcast,0,0,0.67,2.11,2.7,10,33.96,27.21,21.68,1035.3,173,1,0,10,0.21,1.00E-04,18.24
8442a1b1-ac11-4111-9250-53a877e9e9b2,NA,2,29,11,NA,Financial District,South Station,Uber,Taxi,NA,0.39,1,37.92,31.91,Mostly Cloudy,0,0,0.71,8.28,12.43,9.981,42.7,37.17,29.42,997.37,305,0.75,0,9.981,0.72,0,33.6
8728f6f0-3ad4-4543-97f7-4b38c144e5f8,NA,21,16,12,NA,Haymarket Square,North Station,Lyft,Lux,10.5,0.56,1,42.84,37.91,Overcast,0,0,0.72,8.28,10.42,9.858,43.7,34.07,34.27,1014.2,64,0.92,0,9.858,0.3,0.1261,39.07
ae22e510-c80c-4fb4-bde1-e2b7f76c8f14,NA,4,18,12,NA,Northeastern University,Financial District,Uber,Black,27,4.55,1,37.21,31.9,Overcast,0,0,0.69,6.79,11.31,9.732,41.42,23.89,28.04,1000.92,272,1,0,9.732,0.33,0.0178,34.07
251ef464-c71a-4d23-9a6b-edd7fd10a5d8,NA,0,29,11,NA,Fenway,Back Bay,Uber,WAV,7,1.5,1,39.41,33.81,Mostly Cloudy,0,0,0.69,8.11,12.21,9.996,42.72,37.59,30.16,996.21,294,0.81,0,9.996,0.72,0,33.82
09a68691-29d3-4d00-ad20-5ebd71832f1a,1543768680,16,2,12,02/12/2018 16:37,South Station,Beacon Hill,Lyft,Lux Black XL,32.5,2.47,1,46.52,43.15,Light Rain,0.0255,1,0.94,6.69,6.69,2.121,52.86,46.6,45.01,1010.97,120,1,1,2.121,0.86,0.1055,36.35
309e7cea-7dc0-4510-b0d4-da5cb3621dc1,NA,10,28,11,NA,Fenway,North Station,Uber,Black SUV,34.5,3.07,1,34.4,29.99,Partly Cloudy,0,0,0.78,4.89,7.74,9.899,42.6,37.44,28.39,991.05,259,0.48,0,9.899,0.72,0,33.75
5ec89376-6aa6-4545-8706-d0ad343d3bcf,NA,17,28,11,NA,South Station,Financial District,Uber,UberXL,10.5,0.7,1,40.77,35.14,Overcast,0,0,0.63,8.76,14.9,10,42.57,37.37,29.17,991.33,303,1,1,10,0.72,0,33.7
5b17d64a-115b-4924-99b6-025370133566,NA,12,14,12,NA,Financial District,Boston University,Uber,UberPool,13.5,5.7,1,27.93,27.93,Partly Cloudy,0,0,0.81,2.69,3.71,9.668,46.61,40.76,22.79,1033.98,206,0.3,0,9.668,0.24,0,27.11
8b65708f-f4ea-4f80-942e-9cff4d911fae,NA,14,30,11,NA,Boston University,Beacon Hill,Lyft,Lux Black,22.5,2.66,1,37.28,34.6,Clear,0,0,0.7,3.6,4.19,10,42.05,31.31,28.36,1017.45,324,0.02,1,10,0.79,4.00E-04,28.42
a1256141-d154-4359-9b4c-7900f3d2d2c0,1543241111,14,26,11,26/11/2018 14:05,Northeastern University,North Station,Uber,UberX,10.5,3.22,1,43.51,43.51,Possible Drizzle,0.0053,0.57,0.93,2.73,2.73,6.121,47.3,42.1,41.5,1015.08,122,1,1,6.121,0.64,0.13,40.49
be373756-78a9-4af6-9a00-9d3fbf5503bf,1543426587,17,28,11,28/11/2018 17:36,North End,North Station,Lyft,Lux,13.5,0.99,1,40.77,35.14,Overcast,0,0,0.63,8.76,14.9,10,42.57,37.37,29.17,991.33,303,1,1,10,0.72,0,33.7
26e9142f-a3d8-4f9e-97da-18b9d939c4fb,NA,6,15,12,NA,Financial District,North End,Uber,UberPool,7,1.23,1,45.84,43,Overcast,0,0,0.92,5.52,7.33,9.856,54.47,38.94,43.75,1022.31,220,1,0,9.856,0.27,0.0074,39.54
d547dd52-618e-4096-a99d-7280dd173cdd,NA,11,2,12,NA,Theatre District,Boston University,Lyft,Lux Black XL,42.5,4.73,1,40.55,36,Light Rain,0.0813,1,0.91,6.66,6.66,4.741,50.99,45.04,38.07,1018.17,111,1,0,4.741,0.86,0.0888,36.6
b8963180-478f-4661-9625-e94453424c1e,NA,10,15,12,NA,Northeastern University,Beacon Hill,Lyft,Shared,7,2.41,1,46.59,45.5,Overcast,0,0,0.88,3.33,5.34,9.627,54.38,38.49,43.25,1021.21,222,0.89,0,9.627,0.27,0.0087,39.44
2f80872f-30bc-41ce-aab7-4f3572a12329,NA,16,28,11,NA,Theatre District,Boston University,Uber,Black SUV,28,2.62,1,41.16,35.84,Mostly Cloudy,0,0,0.61,8.33,12.76,10,42.6,37.44,28.91,991.41,297,0.81,1,10,0.72,0,33.75
ffffc573-e299-41c0-8db6-6ef3dd0457b3,NA,4,15,12,NA,North Station,Haymarket Square,Uber,UberX,7,0.56,1,43.94,41.06,Overcast,0,0,0.95,5.05,8.47,6.96,46.68,40.9,42.68,1023.46,218,1,0,6.96,0.24,0,26.93
